start_year,neighborhood,parcels,foreclosures,foreclosures_per_1k
2009,UPPER EAST SIDE,848,2,2.3584905660377355
2009,UPTOWN,1417,72,50.81157374735356
2009,VALHALLA,560,13,23.214285714285715
2009,VALLEY FORGE,54,1,18.51851851851852
2009,VETERANS AFFAIRS,1,0,0
2009,VOGEL PARK,373,10,26.80965147453083
2009,WAHL PARK,832,13,15.625
2009,WALKER'S POINT,1196,23,19.230769230769234
2009,WALNUT HILL,469,14,29.850746268656717
2009,WASHINGTON HEIGHTS,1988,20,10.060362173038229
2009,WASHINGTON PARK,949,36,37.93466807165437
2009,WEDGEWOOD,477,1,2.0964360587002098
2009,WEST VIEW,406,3,7.389162561576354
2009,WHISPERING HILLS,213,2,9.389671361502348
2009,WHITE MANOR,582,4,6.8728522336769755
2009,WICK FIELD,161,1,6.211180124223602
2009,WILLIAMSBURG,597,11,18.425460636515915
2009,WILSON PARK,637,1,1.5698587127158556
2009,WOODLAND COURT,135,2,14.814814814814815
2009,WOODLANDS,630,7,11.11111111111111
2009,WYRICK PARK,340,2,5.88235294117647
2009,YANKEE HILL,461,0,0
2010,ALCOTT PARK,483,5,10.351966873706004
2010,ALVERNO,158,0,0
2010,AMANI,1492,36,24.128686327077748
2010,ARLINGTON GARDENS,738,11,14.905149051490515
2010,ARLINGTON HEIGHTS,1214,17,14.00329489291598
2010,AVENUES WEST,272,18,66.17647058823529
2010,BARAN PARK,89,3,33.70786516853933
2010,BAY VIEW,5096,49,9.615384615384617
2010,BLUEMOUND HEIGHTS,1008,13,12.896825396825395
2010,BORCHERT FIELD,970,16,16.494845360824744
2010,BRADLEY ESTATES,1028,25,24.31906614785992
2010,BREWER'S HILL,605,11,18.18181818181818
2010,BUCHEL PARK,13,0,0
2010,BURNHAM PARK,1335,33,24.719101123595507
2010,CALUMET FARMS,346,0,0
2010,CAMBRIDGE HEIGHTS,494,3,6.0728744939271255
2010,CANNON PARK,429,2,4.662004662004662
2010,CAPITOL HEIGHTS,1656,51,30.797101449275363
2010,CASTLE MANOR,751,4,5.326231691078562
2010,CLARKE SQUARE,988,32,32.388663967611336
2010,CLAYTON CREST,534,1,1.8726591760299625
2010,CLOCK TOWER ACRES,348,8,22.988505747126435
2010,COLD SPRING PARK,281,13,46.263345195729535
2010,COLLEGE HEIGHTS,373,5,13.404825737265416
2010,COLUMBUS PARK,1122,31,27.629233511586452
2010,CONCORDIA,198,8,40.40404040404041
2010,COOPER PARK,1206,4,3.316749585406302
2010,COPERNICUS PARK,472,5,10.59322033898305
2010,DINEEN PARK,909,18,19.801980198019802
2010,DOWNER WOODS,655,4,6.106870229007633
2010,DRETZKA PARK,16,0,0
2010,ENDERIS PARK,916,8,8.73362445414847
2010,ESTABROOK PARK,9,0,0
2010,EUCLID PARK,454,2,4.405286343612335
2010,FAIR PARK,421,7,16.6270783847981
2010,FAIRFIELD,331,9,27.190332326283986
2010,FAIRVIEW,1382,6,4.341534008683069
2010,FERNWOOD,1053,4,3.7986704653371324
2010,FLORIST HIGHLANDS,284,3,10.56338028169014
2010,FOREST HOME HILLS,768,26,33.854166666666664
2010,FRANKLIN HEIGHTS,2169,65,29.967727063162748
2010,FREEDOM VILLAGE,138,0,0
2010,GARDEN HOMES,592,17,28.716216216216218
2010,GOLDEN GATE,266,5,18.796992481203006
2010,GOLDEN VALLEY,1060,14,13.20754716981132
2010,GOLDMAN PARK,527,4,7.590132827324478
2010,GRA-RAM,478,2,4.184100418410042
2010,GRACELAND,789,26,32.953105196451205
2010,GRANTOSA,357,1,2.8011204481792715
2010,GRANVILLE STATION,335,5,14.925373134328359
2010,GRANVILLE WOODS,2,0,0
2010,GRASSLYN MANOR,1576,37,23.477157360406093
2010,GREEN MOOR,187,1,5.347593582887701
2010,GROVER HEIGHTS,100,2,20
2010,HALYARD PARK,131,0,0
2010,HAMPTON HEIGHTS,2107,65,30.849549121974373
2010,HARAMBEE,2394,75,31.32832080200501
2010,HARBOR VIEW,150,2,13.333333333333334
2010,HARDER'S OAKS,149,0,0
2010,HAVENWOODS,178,7,39.32584269662921
2010,HAWLEY FARMS,597,7,11.725293132328307
2010,HAWTHORNE GLEN,122,1,8.196721311475411
2010,HERITAGE HEIGHTS,186,0,0
2010,HIGHWOOD ESTATES,500,1,2
2010,HILLSIDE,40,0,0
2010,HISTORIC MITCHELL STREET,1603,24,14.971927635683095
2010,HISTORIC THIRD WARD,615,4,6.504065040650406
2010,HOLLER PARK,167,1,5.9880239520958085
2010,HONEY CREEK MANOR,834,6,7.194244604316547
2010,HONEY CREEK PARKWAY,434,4,9.216589861751151
2010,JACKSON PARK,2382,17,7.136859781696054
2010,JOHNSON'S WOODS,913,12,13.143483023001094
2010,JUNEAU TOWN,813,4,4.920049200492005
2010,KILBOURN TOWN,205,1,4.878048780487805
2010,KING PARK,169,1,5.9171597633136095
2010,KOPS PARK,1169,11,9.409751924721984
2010,LAND BANK,19,0,0
2010,LAYTON PARK,1604,46,28.6783042394015
2010,LENOX HEIGHTS,454,9,19.823788546255507
2010,LINCOLN CREEK,1973,48,24.328433857070454
2010,LINCOLN PARK,1413,28,19.815994338287332
2010,LINCOLN VILLAGE,1986,65,32.72910372608258
2010,LINDSAY PARK,1054,17,16.129032258064516
2010,LITTLE MENOMONEE PARKWAY,274,5,18.24817518248175
2010,LONG VIEW,916,23,25.109170305676855
2010,LOWER EAST SIDE,2332,21,9.005145797598628
2010,LYONS PARK,521,8,15.355086372360844
2010,MACK ACRES,69,0,0
2010,MAITLAND PARK,318,1,3.1446540880503147
2010,MAPLE TREE,387,15,38.75968992248062
2010,MARTIN DRIVE,416,9,21.634615384615383
2010,MC GOVERN PARK,1050,35,33.333333333333336
2010,MELODY VIEW,202,5,24.752475247524753
2010,MENOMONEE RIVER HILLS,1897,33,17.39588824459673
2010,MENOMONEE RIVER HILLS EAST,637,21,32.96703296703297
2010,MENOMONEE RIVER VALLEY,154,0,0
2010,MERRILL PARK,530,26,49.05660377358491
2010,METCALFE PARK,579,20,34.542314335060446
2010,MIDTOWN,1319,33,25.01895375284306
2010,MILL VALLEY,331,4,12.084592145015106
2010,MILLER VALLEY,108,3,27.777777777777775
2010,MILWAUKEE RIVER PARKWAY,231,0,0
2010,MITCHELL FIELD,60,0,0
2010,MITCHELL PARK,8,0,0
2010,MITCHELL WEST,874,10,11.441647597254004
2010,MORGAN HEIGHTS,542,5,9.22509225092251
2010,MORGANDALE,2485,28,11.267605633802818
2010,MOUNT MARY,699,2,2.8612303290414878
2010,MOUNT OLIVET,56,0,0
2010,MURRAY HILL,661,5,7.564296520423601
2010,MUSKEGO WAY,1881,52,27.64486975013291
2010,"NASH PARK",847,9,10.625737898465172
2010,"NATIONAL PARK",456,6,13.157894736842104
2010,NEW COELN,159,2,12.578616352201259
2010,NORTH DIVISION,1750,36,20.57142857142857
2010,NORTH GRANVILLE,41,0,0
2010,NORTHPOINT,550,0,0
2010,NORTHRIDGE,225,4,17.77777777777778
2010,NORTHRIDGE LAKES,313,6,19.169329073482427
2010,OLD NORTH MILWAUKEE,3079,105,34.10198116271516
2010,PARK KNOLL,394,3,7.614213197969543
2010,PARK PLACE,34,0,0
2010,PARK VIEW,132,3,22.727272727272727
2010,PARKWAY HILLS,153,2,13.071895424836601
2010,PHEASANT RUN,482,7,14.522821576763485
2010,POLLBER HEIGHTS,74,2,27.027027027027028
2010,POLONIA,1005,26,25.870646766169152
2010,RED OAK HEIGHTS,231,1,4.329004329004329
2010,RIDGEVIEW,88,3,34.090909090909086
2010,RIVER BEND,499,3,6.012024048096192
2010,RIVERSIDE PARK,235,2,8.51063829787234
2010,RIVERTON HEIGHTS,465,7,15.053763440860216
2010,RIVERWEST,2874,38,13.221990257480863
2010,ROLLING GREEN,495,1,2.0202020202020203
2010,ROOSEVELT GROVE,1463,37,25.290498974709504
2010,ROOT CREEK,479,4,8.35073068893528
2010,RUFUS KING,1366,35,25.62225475841874
2010,SAINT JOSEPH,1622,57,35.14180024660912
2010,SAVELAND PARK,588,7,11.904761904761903
2010,SERVITE WOODS,417,6,14.388489208633095
2010,SHERMAN PARK,1641,59,35.95368677635588
2010,SILVER CITY,808,23,28.465346534653467
2010,SILVER SPRING,2471,84,33.9943342776204
2010,SILVER SWAN,398,20,50.25125628140704
2010,SOUTHGATE,470,14,29.787234042553195
2010,SOUTHPOINT,537,7,13.03538175046555
2010,ST. AMELIAN'S,581,2,3.442340791738382
2010,STORY HILL,519,2,3.8535645472061657
2010,SUNSET HEIGHTS,1245,23,18.473895582329316
2010,THE VALLEY / PIGSVILLE,142,4,28.169014084507044
2010,THURSTON WOODS,1178,26,22.07130730050934
2010,TIMMERMAN AIRPORT,52,0,0
2010,TIMMERMAN WEST,963,14,14.537902388369679
2010,TIPPECANOE,2010,19,9.45273631840796
2010,TOWN & COUNTRY MANOR,616,19,30.844155844155843
2010,TOWN OF LAKE,1865,12,6.434316353887399
2010,TRIANGLE,136,3,22.058823529411764
2010,TRIANGLE NORTH,230,6,26.08695652173913
2010,TRIPOLI PARK,233,1,4.291845493562231
2010,UPPER EAST SIDE,848,5,5.89622641509434
2010,UPTOWN,1416,48,33.898305084745765
2010,VALHALLA,560,21,37.5
2010,VALLEY FORGE,54,0,0
2010,VETERANS AFFAIRS,1,0,0
2010,VOGEL PARK,373,11,29.490616621983914
2010,WAHL PARK,831,26,31.287605294825514
2010,WALKER'S POINT,1189,15,12.615643397813288
2010,WALNUT HILL,465,19,40.86021505376344
2010,WASHINGTON HEIGHTS,1988,23,11.569416498993963
2010,WASHINGTON PARK,950,40,42.10526315789473
2010,WEDGEWOOD,477,2,4.1928721174004195
2010,WEST VIEW,406,3,7.389162561576354
2010,WHISPERING HILLS,213,4,18.779342723004696
2010,WHITE MANOR,582,4,6.8728522336769755
2010,WICK FIELD,162,5,30.864197530864196
2010,WILLIAMSBURG,598,10,16.72240802675585
2010,WILSON PARK,637,7,10.989010989010989
2010,WOODLAND COURT,135,1,7.407407407407407
2010,WOODLANDS,634,20,31.545741324921135
2010,WYRICK PARK,340,6,17.647058823529413
2010,YANKEE HILL,460,2,4.3478260869565215
2011,ALCOTT PARK,483,0,0
2011,ALVERNO,159,1,6.289308176100629
2011,AMANI,1469,26,17.699115044247787
2011,ARLINGTON GARDENS,739,15,20.29769959404601
2011,ARLINGTON HEIGHTS,1210,27,22.314049586776857
2011,AVENUES WEST,275,1,3.6363636363636362
2011,BARAN PARK,89,1,11.235955056179774
2011,BAY VIEW,5097,55,10.790661173239162
2011,BLUEMOUND HEIGHTS,1009,13,12.88404360753221
2011,BORCHERT FIELD,960,25,26.041666666666668
2011,BRADLEY ESTATES,1027,20,19.474196689386563
2011,BREWER'S HILL,603,8,13.266998341625207
2011,BUCHEL PARK,13,0,0
2011,BURNHAM PARK,1336,46,34.4311377245509
2011,CALUMET FARMS,359,4,11.142061281337048
2011,CAMBRIDGE HEIGHTS,494,3,6.0728744939271255
2011,CANNON PARK,429,3,6.993006993006993
2011,CAPITOL HEIGHTS,1654,36,21.76541717049577
2011,CASTLE MANOR,751,7,9.320905459387484
2011,CLARKE SQUARE,990,31,31.313131313131315
2011,CLAYTON CREST,534,3,5.617977528089887
2011,CLOCK TOWER ACRES,348,10,28.735632183908045
2011,COLD SPRING PARK,280,10,35.714285714285715
2011,COLLEGE HEIGHTS,373,2,5.361930294906166
2011,COLUMBUS PARK,1122,25,22.281639928698752
2011,CONCORDIA,198,4,20.202020202020204
2011,COOPER PARK,1205,5,4.149377593360996
2011,COPERNICUS PARK,472,3,6.355932203389831
2011,DINEEN PARK,909,27,29.7029702970297
2011,DOWNER WOODS,657,1,1.5220700152207
2011,DRETZKA PARK,18,1,55.55555555555555
2011,ENDERIS PARK,916,8,8.73362445414847
2011,ESTABROOK PARK,9,0,0
2011,EUCLID PARK,455,1,2.197802197802198
2011,FAIR PARK,421,9,21.377672209026127
2011,FAIRFIELD,331,4,12.084592145015106
2011,FAIRVIEW,1381,11,7.965242577842143
2011,FERNWOOD,1062,4,3.766478342749529
2011,FLORIST HIGHLANDS,285,2,7.017543859649123
2011,FOREST HOME HILLS,766,24,31.331592689295036
2011,FRANKLIN HEIGHTS,2149,48,22.335970218706375
2011,FREEDOM VILLAGE,138,0,0
2011,GARDEN HOMES,593,13,21.922428330522767
2011,GOLDEN GATE,266,1,3.7593984962406015
2011,GOLDEN VALLEY,1060,11,10.377358490566037
2011,GOLDMAN PARK,527,5,9.487666034155597
2011,GRA-RAM,478,5,10.460251046025103
2011,GRACELAND,788,23,29.18781725888325
2011,GRANTOSA,357,3,8.403361344537815
2011,GRANVILLE STATION,335,3,8.955223880597016
2011,GRANVILLE WOODS,2,0,0
2011,GRASSLYN MANOR,1574,32,20.330368487928844
2011,GREEN MOOR,187,2,10.695187165775401
2011,GROVER HEIGHTS,100,1,10
2011,HALYARD PARK,135,1,7.407407407407407
2011,HAMPTON HEIGHTS,2108,58,27.514231499051235
2011,HARAMBEE,2394,58,24.22723475355054
2011,HARBOR VIEW,150,1,6.666666666666667
2011,HARDER'S OAKS,149,0,0
2011,HAVENWOODS,178,4,22.47191011235955
2011,HAWLEY FARMS,597,11,18.425460636515915
2011,HAWTHORNE GLEN,122,2,16.393442622950822
2011,HERITAGE HEIGHTS,186,3,16.129032258064516
2011,HIGHWOOD ESTATES,500,5,10
2011,HILLSIDE,40,0,0
2011,HILLTOP PARISH,1,0,0
2011,HISTORIC MITCHELL STREET,1598,26,16.270337922403005
2011,HISTORIC THIRD WARD,615,5,8.130081300813009
2011,HOLLER PARK,167,2,11.976047904191617
2011,HONEY CREEK MANOR,834,3,3.5971223021582737
2011,HONEY CREEK PARKWAY,434,1,2.304147465437788
2011,JACKSON PARK,2384,22,9.228187919463087
2011,JOHNSON'S WOODS,914,14,15.317286652078774
2011,JUNEAU TOWN,845,3,3.5502958579881656
2011,KILBOURN TOWN,210,14,66.66666666666667
2011,KING PARK,166,1,6.024096385542169
2011,KOPS PARK,1169,10,8.554319931565441
2011,LAND BANK,19,1,52.63157894736842
2011,LAYTON PARK,1605,49,30.529595015576323
2011,LENOX HEIGHTS,454,9,19.823788546255507
2011,LINCOLN CREEK,1972,40,20.28397565922921
2011,LINCOLN PARK,1413,33,23.354564755838638
2011,LINCOLN VILLAGE,1983,55,27.73575390821987
2011,LINDSAY PARK,1053,23,21.84235517568851
2011,LITTLE MENOMONEE PARKWAY,274,6,21.897810218978105
2011,LONG VIEW,914,20,21.88183807439825
2011,LOWER EAST SIDE,2343,29,12.377294067434912
2011,LYONS PARK,521,6,11.516314779270633
2011,MACK ACRES,69,1,14.492753623188406
2011,MAITLAND PARK,320,1,3.125
2011,MAPLE TREE,386,21,54.40414507772021
2011,MARTIN DRIVE,415,7,16.867469879518072
2011,MC GOVERN PARK,1047,26,24.83285577841452
2011,MELODY VIEW,202,1,4.9504950495049505
2011,MENOMONEE RIVER HILLS,1897,35,18.45018450184502
2011,MENOMONEE RIVER HILLS EAST,635,16,25.196850393700785
2011,MENOMONEE RIVER VALLEY,154,0,0
2011,MERRILL PARK,528,23,43.56060606060606
2011,METCALFE PARK,574,23,40.069686411149824
2011,MIDTOWN,1314,31,23.59208523592085
2011,MILL VALLEY,331,5,15.105740181268883
2011,MILLER VALLEY,108,6,55.55555555555555
2011,MILWAUKEE RIVER PARKWAY,231,0,0
2011,MITCHELL FIELD,60,0,0
2011,MITCHELL PARK,8,0,0
2011,MITCHELL WEST,873,7,8.018327605956472
2011,MORGAN HEIGHTS,542,6,11.07011070110701
2011,MORGANDALE,2486,45,18.10136765888978
2011,MOUNT MARY,699,1,1.4306151645207439
2011,MOUNT OLIVET,56,0,0
2011,MURRAY HILL,661,1,1.5128593040847202
2011,MUSKEGO WAY,1874,46,24.54642475987193
2011,"NASH PARK",847,21,24.793388429752067
2011,"NATIONAL PARK",456,13,28.508771929824558
2011,NEW COELN,160,1,6.25
2011,NORTH DIVISION,1727,36,20.845396641574986
2011,NORTH GRANVILLE,41,1,24.390243902439025
2011,NORTHPOINT,550,3,5.454545454545455
2011,NORTHRIDGE,226,2,8.849557522123893
2011,NORTHRIDGE LAKES,313,4,12.779552715654951
2011,OLD NORTH MILWAUKEE,3072,84,27.34375
2011,PARK KNOLL,395,4,10.126582278481013
2011,PARK PLACE,37,0,0
2011,PARK VIEW,133,4,30.075187969924812
2011,PARKWAY HILLS,153,7,45.7516339869281
2011,PHEASANT RUN,482,5,10.37344398340249
2011,POLLBER HEIGHTS,74,1,13.513513513513514
2011,POLONIA,1004,33,32.86852589641434
2011,RED OAK HEIGHTS,232,1,4.310344827586206
2011,RIDGEVIEW,90,1,11.11111111111111
2011,RIVER BEND,499,2,4.008016032064128
2011,RIVERSIDE PARK,238,2,8.403361344537815
2011,RIVERTON HEIGHTS,465,7,15.053763440860216
2011,RIVERWEST,2954,44,14.895057549085985
2011,ROLLING GREEN,495,3,6.0606060606060606
2011,ROOSEVELT GROVE,1460,37,25.34246575342466
2011,ROOT CREEK,479,3,6.263048016701462
2011,RUFUS KING,1365,22,16.11721611721612
2011,SAINT JOSEPH,1623,45,27.726432532347506
2011,SAVELAND PARK,588,9,15.306122448979592
2011,SERVITE WOODS,417,13,31.17505995203837
2011,SHERMAN PARK,1636,37,22.616136919315405
2011,SILVER CITY,807,29,35.93556381660471
2011,SILVER SPRING,2471,73,29.54269526507487
2011,SILVER SWAN,397,11,27.707808564231737
2011,SOUTHGATE,470,6,12.76595744680851
2011,SOUTHPOINT,537,12,22.3463687150838
2011,ST. AMELIAN'S,581,4,6.884681583476764
2011,STORY HILL,519,4,7.707129094412331
2011,SUNSET HEIGHTS,1243,21,16.894609814963797
2011,THE VALLEY / PIGSVILLE,143,3,20.97902097902098
2011,THURSTON WOODS,1175,28,23.829787234042556
2011,TIMMERMAN AIRPORT,52,1,19.230769230769234
2011,TIMMERMAN WEST,963,20,20.768431983385256
2011,TIPPECANOE,2010,18,8.955223880597016
2011,TOWN & COUNTRY MANOR,615,11,17.88617886178862
2011,TOWN OF LAKE,1867,14,7.4986609534011786
2011,TRIANGLE,137,2,14.598540145985401
2011,TRIANGLE NORTH,231,3,12.987012987012989
2011,TRIPOLI PARK,233,2,8.583690987124463
2011,UPPER EAST SIDE,848,8,9.433962264150942
2011,UPTOWN,1412,40,28.328611898016998
2011,VALHALLA,559,20,35.77817531305903
2011,VALLEY FORGE,54,1,18.51851851851852
2011,VETERANS AFFAIRS,1,0,0
2011,VOGEL PARK,373,10,26.80965147453083
2011,WAHL PARK,829,14,16.887816646562122
2011,WALKER'S POINT,1189,23,19.34398654331371
2011,WALNUT HILL,456,7,15.350877192982455
2011,WASHINGTON HEIGHTS,1985,29,14.6095717884131
2011,WASHINGTON PARK,937,31,33.084311632870865
2011,WEDGEWOOD,477,0,0
2011,WEST VIEW,406,4,9.852216748768473
2011,WHISPERING HILLS,213,4,18.779342723004696
2011,WHITE MANOR,582,11,18.900343642611684
2011,WICK FIELD,162,4,24.691358024691358
2011,WILLIAMSBURG,599,13,21.702838063439064
2011,WILSON PARK,637,4,6.279434850863423
2011,WOODLAND COURT,135,0,0
2011,WOODLANDS,634,13,20.50473186119874
2011,WYRICK PARK,340,6,17.647058823529413
2011,YANKEE HILL,565,5,8.849557522123893
2012,ALCOTT PARK,483,0,0
2012,ALVERNO,161,0,0
2012,AMANI,1452,39,26.859504132231407
2012,ARLINGTON GARDENS,739,12,16.238159675236805
2012,ARLINGTON HEIGHTS,1204,29,24.08637873754153
2012,AVENUES WEST,275,8,29.09090909090909
2012,BARAN PARK,89,2,22.47191011235955
2012,BAY VIEW,5095,67,13.150147203140333
2012,BLUEMOUND HEIGHTS,1010,11,10.89108910891089
2012,BORCHERT FIELD,941,20,21.253985122210416
2012,BRADLEY ESTATES,1025,24,23.414634146341463
2012,BREWER'S HILL,599,3,5.0083472454090145
2012,BRYNWOOD,2,0,0
2012,BUCHEL PARK,13,0,0
2012,BURNHAM PARK,1336,29,21.706586826347305
2012,CALUMET FARMS,368,5,13.58695652173913
2012,CAMBRIDGE HEIGHTS,493,5,10.141987829614605
2012,CANNON PARK,429,4,9.324009324009324
2012,CAPITOL HEIGHTS,1654,47,28.41596130592503
2012,CASTLE MANOR,751,9,11.984021304926763
2012,CLARKE SQUARE,985,22,22.335025380710658
2012,CLAYTON CREST,534,2,3.745318352059925
2012,CLOCK TOWER ACRES,347,11,31.70028818443804
2012,COLD SPRING PARK,277,9,32.49097472924188
2012,COLLEGE HEIGHTS,373,0,0
2012,COLUMBUS PARK,1122,26,23.172905525846705
2012,CONCORDIA,198,5,25.252525252525253
2012,COOPER PARK,1205,9,7.468879668049793
2012,COPERNICUS PARK,472,4,8.474576271186441
2012,DINEEN PARK,909,11,12.1012101210121
2012,DOWNER WOODS,659,5,7.587253414264037
2012,DRETZKA PARK,19,0,0
2012,ENDERIS PARK,916,10,10.91703056768559
2012,ESTABROOK PARK,9,0,0
2012,EUCLID PARK,455,4,8.791208791208792
2012,FAIR PARK,421,7,16.6270783847981
2012,FAIRFIELD,331,13,39.274924471299094
2012,FAIRVIEW,1382,22,15.918958031837915
2012,FERNWOOD,1062,11,10.357815442561206
2012,FLORIST HIGHLANDS,283,3,10.60070671378092
2012,FOREST HOME HILLS,763,23,30.14416775884666
2012,FRANKLIN HEIGHTS,2119,84,39.64134025483719
2012,FREEDOM VILLAGE,138,0,0
2012,GARDEN HOMES,585,10,17.094017094017097
2012,GOLDEN GATE,267,2,7.49063670411985
2012,GOLDEN VALLEY,1060,20,18.867924528301884
2012,GOLDMAN PARK,528,2,3.787878787878788
2012,GRA-RAM,478,2,4.184100418410042
2012,GRACELAND,789,17,21.546261089987325
2012,GRANTOSA,357,5,14.005602240896359
2012,GRANVILLE STATION,335,9,26.865671641791046
2012,GRANVILLE WOODS,2,0,0
2012,GRASSLYN MANOR,1573,41,26.064844246662428
2012,GREEN MOOR,187,2,10.695187165775401
2012,GROVER HEIGHTS,100,4,40
2012,HALYARD PARK,136,3,22.058823529411764
2012,HAMPTON HEIGHTS,2103,57,27.104136947218258
2012,HARAMBEE,2359,65,27.55404832556168
2012,HARBOR VIEW,149,2,13.422818791946309
2012,HARDER'S OAKS,150,0,0
2012,HAVENWOODS,177,7,39.54802259887006
2012,HAWLEY FARMS,597,4,6.700167504187605
2012,HAWTHORNE GLEN,122,1,8.196721311475411
2012,HERITAGE HEIGHTS,187,2,10.695187165775401
2012,HIGHWOOD ESTATES,500,4,8
2012,HILLSIDE,40,0,0
2012,HISTORIC MITCHELL STREET,1590,27,16.9811320754717
2012,HISTORIC THIRD WARD,614,41,66.77524429967427
2012,HOLLER PARK,167,2,11.976047904191617
2012,HONEY CREEK MANOR,834,14,16.786570743405274
2012,HONEY CREEK PARKWAY,435,4,9.195402298850574
2012,JACKSON PARK,2382,21,8.816120906801007
2012,JOHNSON'S WOODS,913,19,20.810514786418402
2012,JUNEAU TOWN,844,2,2.3696682464454977
2012,KILBOURN TOWN,210,2,9.5238095238095255
2012,KING PARK,164,2,12.195121951219512
2012,KOPS PARK,1169,16,13.686911890504705
2012,LAND BANK,19,0,0
2012,LAYTON PARK,1603,44,27.44853399875234
2012,LENOX HEIGHTS,452,12,26.548672566371682
2012,LINCOLN CREEK,1962,61,31.09072375127421
2012,LINCOLN PARK,1404,41,29.2022792022792
2012,LINCOLN VILLAGE,1961,70,35.696073431922485
2012,LINDSAY PARK,1054,9,8.538899430740038
2012,LITTLE MENOMONEE PARKWAY,274,7,25.547445255474454
2012,LONG VIEW,915,30,32.786885245901644
2012,LOWER EAST SIDE,2334,18,7.712082262210797
2012,LYONS PARK,521,11,21.11324376199616
2012,MACK ACRES,69,1,14.492753623188406
2012,MAITLAND PARK,319,0,0
2012,MAPLE TREE,385,14,36.36363636363636
2012,MARTIN DRIVE,415,11,26.50602409638554
2012,MC GOVERN PARK,1046,37,35.37284894837476
2012,MELODY VIEW,202,2,9.900990099009901
2012,MENOMONEE RIVER HILLS,1897,51,26.88455455983131
2012,MENOMONEE RIVER HILLS EAST,635,17,26.771653543307085
2012,MENOMONEE RIVER VALLEY,126,0,0
2012,MERRILL PARK,526,10,19.011406844106464
2012,METCALFE PARK,557,20,35.90664272890485
2012,MIDTOWN,1297,46,35.466461063993826
2012,MILL VALLEY,331,5,15.105740181268883
2012,MILLER VALLEY,108,4,37.03703703703704
2012,MILWAUKEE RIVER PARKWAY,231,4,17.316017316017316
2012,MITCHELL FIELD,60,0,0
2012,MITCHELL PARK,8,0,0
2012,MITCHELL WEST,872,9,10.321100917431194
2012,MORGAN HEIGHTS,542,6,11.07011070110701
2012,MORGANDALE,2487,58,23.321270607157217
2012,MOUNT MARY,699,5,7.15307582260372
2012,MOUNT OLIVET,56,3,53.57142857142857
2012,MURRAY HILL,660,7,10.606060606060607
2012,MUSKEGO WAY,1867,50,26.78093197643278
2012,"NASH PARK",847,17,20.070838252656433
2012,"NATIONAL PARK",456,8,17.543859649122805
2012,NEW COELN,160,4,25
2012,NORTH DIVISION,1679,38,22.632519356759975
2012,NORTH GRANVILLE,42,0,0
2012,NORTHPOINT,550,2,3.6363636363636362
2012,NORTHRIDGE,226,7,30.97345132743363
2012,NORTHRIDGE LAKES,313,5,15.974440894568689
2012,OLD NORTH MILWAUKEE,3055,102,33.38788870703764
2012,PARK KNOLL,395,1,2.5316455696202533
2012,PARK PLACE,40,0,0
2012,PARK VIEW,131,1,7.633587786259541
2012,PARKWAY HILLS,153,3,19.607843137254903
2012,PHEASANT RUN,482,12,24.896265560165972
2012,POLLBER HEIGHTS,74,0,0
2012,POLONIA,1004,33,32.86852589641434
2012,RED OAK HEIGHTS,232,0,0
2012,RIDGEVIEW,90,0,0
2012,RIVER BEND,499,1,2.004008016032064
2012,RIVERSIDE PARK,238,1,4.201680672268908
2012,RIVERTON HEIGHTS,465,10,21.505376344086024
2012,RIVERWEST,2954,34,11.509817197020988
2012,ROLLING GREEN,495,2,4.040404040404041
2012,ROOSEVELT GROVE,1454,39,26.822558459422286
2012,ROOT CREEK,479,6,12.526096033402924
2012,RUFUS KING,1362,34,24.963289280469898
2012,SAINT JOSEPH,1617,57,35.25046382189239
2012,SAVELAND PARK,588,5,8.503401360544219
2012,SERVITE WOODS,417,12,28.77697841726619
2012,SHERMAN PARK,1624,69,42.487684729064036
2012,SILVER CITY,807,24,29.739776951672862
2012,SILVER SPRING,2466,82,33.2522303325223
2012,SILVER SWAN,397,15,37.783375314861466
2012,SOUTHGATE,470,10,21.27659574468085
2012,SOUTHPOINT,537,8,14.8975791433892
2012,ST. AMELIAN'S,581,4,6.884681583476764
2012,STORY HILL,519,2,3.8535645472061657
2012,SUNSET HEIGHTS,1243,39,31.375703942075624
2012,THE VALLEY / PIGSVILLE,143,5,34.96503496503497
2012,THURSTON WOODS,1177,46,39.082412914188616
2012,TIMMERMAN AIRPORT,52,2,38.46153846153847
2012,TIMMERMAN WEST,963,22,22.845275181723782
2012,TIPPECANOE,2011,37,18.398806563898557
2012,TOWN & COUNTRY MANOR,615,12,19.51219512195122
2012,TOWN OF LAKE,1867,19,10.176754151044456
2012,TRIANGLE,136,3,22.058823529411764
2012,TRIANGLE NORTH,228,3,13.157894736842104
2012,TRIPOLI PARK,233,2,8.583690987124463
2012,UPPER EAST SIDE,847,6,7.083825265643448
2012,UPTOWN,1403,48,34.212401995723454
2012,VALHALLA,557,18,32.31597845601436
2012,VALLEY FORGE,54,0,0
2012,VETERANS AFFAIRS,1,0,0
2012,VOGEL PARK,373,8,21.447721179624665
2012,WAHL PARK,827,23,27.81136638452237
2012,WALKER'S POINT,1176,9,7.653061224489796
2012,WALNUT HILL,447,12,26.845637583892618
2012,WASHINGTON HEIGHTS,1984,22,11.088709677419356
2012,WASHINGTON PARK,914,51,55.798687089715536
